,selection_frequency
CLVS1,0.0004761904761904762
AC010127.3,0.0004761904761904762
RNF219-AS1,0.0004761904761904762
CDC25C,0.0004761904761904762
HES4,0.0004761904761904762
GRIN2A,0.0004761904761904762
MRVI1,0.0004761904761904762
HAS2,0.0004761904761904762
LIF,0.0004761904761904762
PLEKHH1,0.0004761904761904762
TM4SF18,0.0004761904761904762
LRRC2,0.0004761904761904762
MYC,0.0004761904761904762
RP11-388G22.1,0.0004761904761904762
RGCC,0.0004761904761904762
TBC1D9,0.0004761904761904762
FLT3,0.0004761904761904762
COL6A3,0.0004761904761904762
FABP5,0.0004761904761904762
CUX2,0.0004761904761904762
CHTF18,0.0004761904761904762
IFITM2,0.0004761904761904762
AXL,0.0004761904761904762
SLC41A1,0.0004761904761904762
COL21A1,0.0004761904761904762
C3,0.0004761904761904762
DTL,0.0004761904761904762
FSTL5,0.0004761904761904762
CHRNA7,0.0004761904761904762
RP11-15K19.2,0.0004761904761904762
CHIC2,0.0004761904761904762
DAAM2,0.0004761904761904762
ALDH1A2,0.0004761904761904762
AC079305.11,0.0004761904761904762
FRMD3,0.0004761904761904762
TMEM165,0.0004761904761904762
EHD4,0.0004761904761904762
RP11-625L16.1,0.0004761904761904762
NCAPG,0.0004761904761904762
EMILIN2,0.0004761904761904762
ABI3BP,0.0004761904761904762
KCNJ6,0.0004761904761904762
COLEC12,0.0004761904761904762
SGK1,0.0004761904761904762
GXYLT2,0.0004761904761904762
HLA-C,0.0004761904761904762
RNF144B,0.0004761904761904762
PAFAH1B3,0.0004761904761904762
SYNPO,0.0004761904761904762
LAMC3,0.0004761904761904762
TNNT3,0.0004761904761904762
