,selection_frequency
WARS,0.0004761904761904762
AC008079.9,0.0004761904761904762
EPHA6,0.0004761904761904762
SERPINE2,0.0004761904761904762
ADCY2,0.0004761904761904762
COL16A1,0.0004761904761904762
FGF12,0.0004761904761904762
LINC01060,0.0004761904761904762
CNTN4,0.0004761904761904762
MAML3,0.0004761904761904762
GNLY,0.0004761904761904762
XAF1,0.0004761904761904762
HLA-DRA,0.0004761904761904762
TUBB2A,0.0004761904761904762
RDH10-AS1,0.0004761904761904762
CP,0.0004761904761904762
LINC00624,0.0004761904761904762
CHI3L1,0.0004761904761904762
LOX,0.0004761904761904762
MIPOL1,0.0004761904761904762
LINC01170,0.0004761904761904762
IGF2BP1,0.0004761904761904762
MIR222HG,0.0004761904761904762
MT-ATP6,0.0004761904761904762
LIMK2,0.0004761904761904762
RP11-47I22.2,0.0004761904761904762
WDR49,0.0004761904761904762
CTD-2541J13.2,0.0004761904761904762
C4orf32,0.0004761904761904762
SEMA3G,0.0004761904761904762
SVIP,0.0004761904761904762
CD34,0.0004761904761904762
PDK1,0.0004761904761904762
ADAMTS17,0.0004761904761904762
SEZ6,0.0004761904761904762
CTD-2058B24.2,0.0004761904761904762
PRSS23,0.0004761904761904762
PRKCQ,0.0004761904761904762
FXYD7,0.0004761904761904762
